millis|gX|gY|gZ|aX|aY|aZ|UVIndex
10643196|-250.14|-60.77|-10.53|1.41|-0.15|0.23|9.92
10648212|-250.14|19.68|-20.65|1.50|-0.09|0.25|11.00
10653230|-250.14|31.08|35.19|1.53|-0.11|0.43|13.78
10658245|-250.14|-39.56|8.25|1.68|-0.09|0.62|15.59
10663261|-250.14|-15.40|-28.01|1.44|-0.21|0.11|11.34
10668276|-250.14|-4.05|-46.83|1.38|-0.25|-0.01|8.70
10673293|-250.14|6.11|-40.63|1.53|-0.13|0.23|8.94
10678308|-250.14|27.00|27.56|1.37|-0.13|0.44|12.51
10683324|-250.14|-52.47|28.36|1.62|-0.11|0.58|14.27
10688339|-250.14|-44.80|-7.70|1.33|-0.09|0.27|11.29
10693356|-250.14|-7.31|-39.22|1.28|-0.29|0.01|8.80
10698372|-250.14|-1.22|-32.98|1.44|-0.19|0.09|8.85
10703388|-250.14|-10.17|-36.39|1.48|-0.24|-0.02|12.46
10708405|-250.14|0.40|-39.85|1.39|-0.26|-0.01|10.80
10713420|-250.14|-20.09|-44.25|1.44|-0.28|0.02|10.51
10718436|-250.14|-28.78|-43.17|1.45|-0.24|0.00|9.19
10723452|-250.14|-25.48|-17.81|1.46|-0.17|0.13|8.75
10728468|-250.14|-45.38|-12.43|1.51|-0.06|0.28|14.81
10733484|-250.14|-40.08|17.80|1.65|-0.06|0.55|14.91
10738499|-250.14|7.41|60.09|1.54|-0.23|0.54|14.57
10743516|-250.14|44.72|-18.34|1.46|0.03|0.18|15.40
10748532|-250.14|-21.38|-57.40|1.42|-0.25|-0.02|9.09
10753548|-250.14|-47.56|-11.68|1.50|-0.02|0.31|14.91
10758564|-250.14|14.93|38.07|1.56|-0.05|0.40|19.06
10763580|-250.14|27.90|-12.18|1.32|-0.00|0.17|14.42
10768595|-250.14|-43.71|-6.52|1.48|0.00|0.35|9.68
10773611|-250.14|41.37|14.94|1.51|0.10|0.25|10.22
10778628|-250.14|-22.94|-40.24|1.44|-0.20|-0.03|13.20
10783643|-250.14|-20.37|11.61|1.65|-0.11|0.64|14.91
10788659|-250.14|37.26|-36.92|1.42|-0.01|0.16|13.25
10793674|-250.14|-31.36|20.98|1.51|-0.05|0.53|9.14
10798692|-250.14|26.34|7.00|1.33|0.02|0.16|10.31
10803707|-250.14|-37.64|-14.02|1.45|-0.04|0.38|14.17
10808723|-240.18|17.92|42.08|1.39|0.06|0.32|15.93
10813740|-223.58|-35.67|-11.94|1.39|-0.03|0.15|9.29
10818755|-250.14|17.99|38.59|1.48|-0.14|0.45|10.95
10823771|-250.14|34.77|-11.43|1.33|-0.03|0.14|10.22
10828786|-250.14|-31.31|38.56|1.62|-0.09|0.64|14.13
10833803|-250.14|-8.30|-44.23|1.40|-0.23|-0.12|9.04
10838818|-248.22|25.10|41.08|1.48|-0.04|0.26|10.17
10843834|-250.14|-29.55|24.37|1.50|0.01|0.45|12.46
10848851|-230.38|-52.97|7.37|1.43|0.02|0.31|12.51
10853867|-250.14|23.34|-61.95|1.38|-0.14|-0.03|8.90
10858883|-250.14|7.07|52.11|1.44|-0.06|0.34|12.22
10863898|-222.90|-54.69|-9.18|1.41|0.01|0.27|8.90
10868914|-250.14|-14.07|-39.92|1.35|-0.22|-0.13|12.07
10873930|-229.29|50.81|20.25|1.41|0.12|0.19|17.94
10878946|-250.14|6.91|51.21|1.54|-0.12|0.40|13.49
10883961|-250.14|-51.05|12.69|1.56|-0.02|0.39|8.80
10888977|-228.23|-13.24|-46.61|1.41|-0.17|-0.16|10.65
10893993|-250.14|44.76|-24.78|1.35|-0.03|0.08|9.68
10899010|-243.10|49.12|9.21|1.32|0.08|0.16|15.93
10904026|-227.26|17.65|35.92|1.41|-0.01|0.21|13.20
10909042|-250.14|-34.76|36.89|1.63|-0.04|0.54|7.87
10914058|-233.48|-43.13|4.02|1.48|-0.00|0.31|14.57
10919073|-203.08|-36.23|0.75|1.37|0.04|0.17|12.27
10924089|-250.14|-13.69|-35.59|1.38|-0.21|-0.14|9.19
10929105|-250.14|48.33|-3.98|1.37|0.10|0.13|14.37
10934121|-250.14|45.84|-5.54|1.50|0.11|0.14|10.61
10939137|-216.31|22.33|27.55|1.36|-0.04|0.16|20.14
10944152|-250.14|13.65|53.10|1.67|-0.13|0.40|14.86
10949173|-250.14|2.01|33.81|1.62|-0.10|0.48|11.19
10954188|-250.14|-36.40|38.36|1.48|-0.07|0.63|8.02
10959205|-239.95|-50.93|20.48|1.58|0.02|0.37|15.49
10964220|-228.24|-56.29|2.44|1.57|-0.01|0.29|12.17
10969236|-250.14|-35.28|24.30|1.51|-0.02|0.48|10.95
10974252|-250.14|-2.27|26.98|1.52|-0.10|0.46|8.16
10979267|-221.09|24.26|31.51|1.44|-0.00|0.25|16.57
10984284|-204.74|18.74|36.39|1.43|0.07|0.16|18.82
10989299|-250.14|-30.24|59.56|1.74|-0.11|0.57|11.73
10994315|-250.14|-3.12|56.46|1.64|-0.17|0.49|8.16
10999332|-203.81|18.04|31.80|1.45|0.09|0.18|12.66
11004348|-232.29|13.86|47.75|1.50|-0.05|0.34|17.01
11009363|-250.14|37.95|7.38|1.34|0.08|0.09|17.11
11014379|-141.27|-26.99|-29.54|1.47|-0.10|-0.15|7.38
11019396|-250.14|-28.04|29.11|1.43|-0.00|0.54|9.19
11024411|-250.14|7.91|59.79|1.56|-0.12|0.43|18.72
11029427|-250.14|14.16|16.72|1.30|0.02|0.03|11.05
11034442|-146.37|-37.60|-3.29|1.39|0.09|0.14|9.73
11039459|-195.38|24.63|42.34|1.44|-0.03|0.24|11.19
11044488|-203.63|0.95|-31.92|1.37|-0.16|-0.25|11.68
11049504|-153.50|-23.77|-13.65|1.36|0.11|0.12|11.63
11054520|-250.14|-23.27|28.35|1.50|-0.00|0.48|11.14
11059536|-188.02|34.60|39.73|1.44|0.05|0.17|10.46
11064552|-250.14|27.15|-25.95|1.37|-0.02|-0.05|10.07
11069568|-163.56|-35.17|-19.58|1.32|-0.02|0.05|11.73
11074584|-210.54|-35.73|5.04|1.42|0.01|0.29|10.85
11079600|-197.27|20.54|46.17|1.54|0.02|0.14|12.17
11084615|-250.14|28.98|-6.11|1.30|0.01|0.00|9.29
11089632|-120.44|-29.31|-15.18|1.35|0.07|0.04|12.02
11094648|-215.08|38.03|3.85|1.36|0.12|0.04|18.48
11099664|-219.43|-40.08|26.68|1.54|0.04|0.37|9.14
11104680|-178.53|23.05|33.63|1.41|0.12|0.15|10.46
11109696|-214.56|-7.69|-38.13|1.46|-0.20|-0.24|10.70
11114712|-237.44|-37.31|11.32|1.42|0.02|0.44|11.34
11119728|-250.14|45.34|-11.82|1.37|0.10|0.04|16.32
11124744|-208.37|-28.07|-3.18|1.43|0.03|0.27|8.02
11129759|-175.25|23.82|37.87|1.42|0.02|0.08|16.52
11134776|-128.63|-14.66|-45.77|1.33|-0.10|-0.20|8.94
11139791|-168.56|23.08|28.20|1.33|0.12|0.11|13.39
11144809|-174.31|-15.50|-28.49|1.35|-0.11|-0.13|10.12
11149825|-195.79|17.73|68.73|1.53|0.00|0.28|20.19
11154840|-153.23|-16.72|-35.70|1.25|-0.11|-0.14|9.14
11159857|-218.84|-6.89|55.15|1.51|-0.12|0.35|11.24
11164872|-108.92|-19.96|-20.92|1.22|0.02|-0.02|12.56
11169889|-250.14|20.37|-19.51|1.33|-0.08|-0.15|8.36
11174904|-176.59|5.56|26.56|1.42|-0.02|0.17|10.61
11179920|-173.53|-37.11|-0.06|1.40|0.06|0.21|14.22
11184936|-209.99|26.60|12.26|1.27|0.13|0.10|18.87
11189952|-154.62|-23.32|-6.40|1.21|0.06|0.20|6.79
11194969|-223.33|-4.81|-21.23|1.26|-0.18|-0.27|10.36
11199985|-186.35|12.42|35.63|1.26|0.01|0.18|13.83
11205001|-123.38|-19.53|-7.59|1.32|0.07|0.10|6.84
11210016|-250.14|41.21|-11.31|1.30|0.08|0.01|9.29
11215033|-250.14|-26.03|30.65|1.39|-0.02|0.48|11.44
11220048|-250.14|19.65|-27.59|1.27|-0.03|-0.11|9.34
11225064|-151.61|21.09|33.50|1.27|0.04|0.08|19.16
11230081|-218.12|-31.28|23.91|1.38|0.03|0.38|10.22
11235096|-144.69|-6.21|-34.43|1.26|-0.09|-0.18|8.11
11240113|-250.14|26.79|-11.84|1.22|0.07|-0.01|9.82
11245129|-219.31|1.57|30.72|1.39|-0.09|0.35|10.70
11250145|-56.63|-19.31|-17.31|1.30|0.02|-0.04|11.34
11255161|-250.14|12.15|-17.85|1.40|-0.16|-0.29|7.82
11260177|-246.81|30.02|0.00|1.35|0.10|-0.02|13.05
11265192|-250.14|-23.88|26.49|1.37|-0.10|0.56|17.35
11270209|-119.90|-23.11|-12.51|1.37|0.08|0.08|9.58
11275225|-250.14|25.54|-14.05|1.34|-0.02|-0.07|10.41
11280240|-250.14|-14.72|23.40|1.39|-0.04|0.54|18.13
11285257|-91.93|-22.34|-3.27|1.32|0.06|-0.00|9.19
11290272|-126.18|-8.62|-18.76|1.33|-0.14|-0.21|7.23
11295290|-250.14|24.85|-16.34|1.32|-0.04|-0.10|8.46
11300305|-175.52|9.73|43.53|1.29|0.02|0.24|12.76
11305321|-250.14|-28.25|23.53|1.42|-0.02|0.52|7.53
11310338|-141.12|1.16|-25.95|1.34|-0.08|-0.23|9.19
11315353|-217.61|-4.21|-27.98|1.35|-0.16|-0.26|9.82
11320370|-250.14|22.11|-9.89|1.34|-0.10|-0.22|8.85
11325385|-250.14|31.40|-9.31|1.31|0.03|-0.03|8.80
11330401|-151.63|20.11|36.15|1.34|0.05|0.10|12.32
11335416|-223.51|-7.53|31.99|1.40|-0.13|0.40|9.38
11340434|-211.02|10.15|29.83|1.35|-0.10|0.33|15.10
11345449|-201.61|-38.11|-1.14|1.36|0.04|0.31|8.41
11350466|-84.89|-19.15|-23.62|1.34|-0.01|-0.05|10.85
11355482|-250.14|21.82|-14.29|1.31|0.02|-0.07|9.87
11360497|-176.31|23.82|29.99|1.30|0.18|0.09|12.02
11365514|-228.53|-11.85|28.19|1.39|-0.08|0.42|15.40
11370529|-214.80|-9.02|42.94|1.39|-0.08|0.39|12.02
11375545|-198.99|-20.00|6.92|1.34|0.04|0.31|6.65
11380561|-91.40|-26.24|-19.65|1.28|-0.02|-0.10|9.82
11385577|-250.14|14.58|-17.54|1.33|-0.12|-0.20|11.19
11390595|-197.70|5.40|-25.81|1.36|-0.18|-0.32|10.41
11395610|-243.72|25.10|2.91|1.36|0.09|-0.01|13.49
11400626|-86.52|-12.99|-22.63|1.31|-0.06|-0.18|6.94
11405642|-88.66|-14.95|-12.18|1.26|0.09|0.04|11.88
11410658|-149.34|-28.46|1.55|1.37|0.08|0.18|8.99
11415673|-76.59|-4.66|-18.95|1.30|0.08|0.02|8.85
11420690|-58.31|-21.17|-14.21|1.35|0.07|0.01|9.78
11425705|-117.48|-17.82|-6.83|1.31|0.10|0.13|6.74
11430721|-184.67|-18.07|-0.08|1.29|0.06|0.28|14.37
11435738|-229.01|-12.35|11.69|1.39|0.05|0.47|9.34
11440754|-121.79|16.79|21.40|1.32|0.14|0.06|12.66
11445770|-221.66|16.90|13.09|1.29|0.14|0.05|17.16
11450786|-85.24|-0.42|-15.00|1.30|-0.12|-0.24|8.80
11455802|-196.45|17.55|12.92|1.27|0.14|0.01|17.20
11460817|-191.95|2.69|21.75|1.36|-0.04|0.31|6.30
11465834|-129.49|15.84|30.11|1.24|0.11|0.08|17.79
11470850|-144.02|22.64|29.25|1.27|0.18|0.16|12.51
11475865|-180.66|-32.90|-1.65|1.31|0.05|0.28|11.49
11480882|-93.54|-9.64|-8.14|1.21|0.09|0.05|9.68
11485897|-169.12|-29.41|3.13|1.22|0.04|0.20|6.35
11490914|-245.29|-23.72|21.05|1.42|-0.03|0.47|13.88
11495930|-230.14|-17.24|8.73|1.32|0.02|0.50|9.38
11500946|-237.97|-22.89|30.02|1.37|0.01|0.52|14.42
11505961|-186.15|-21.04|-2.03|1.26|0.06|0.32|10.31
11510978|-118.88|8.31|25.45|1.28|0.05|0.03|7.38
11515994|-203.36|19.85|21.06|1.22|0.16|0.06|16.91
11521009|-164.99|12.89|-8.27|1.35|-0.17|-0.28|7.72
11526026|-1.18|1.40|-17.66|1.26|0.06|-0.02|9.48
11531041|-136.08|0.09|25.50|1.26|0.10|0.06|9.43
11536057|-63.87|-1.56|-17.99|1.18|-0.02|-0.17|8.50
11541074|-96.73|3.13|-6.15|1.12|-0.00|-0.22|6.40
11546090|37.15|-33.82|-17.56|1.24|0.05|-0.03|6.60
11551106|-28.68|-42.37|-6.21|1.30|0.11|0.05|8.99
11556122|-96.49|-48.85|10.20|1.38|0.09|0.08|9.63
11561138|-71.92|-31.25|-23.96|1.33|0.08|0.01|8.94
11566153|-109.66|-34.34|-15.53|1.40|0.09|0.09|8.80
11571169|-80.31|-28.58|-32.94|1.35|0.01|-0.11|7.48
11576185|-54.66|-31.17|-34.55|1.41|0.02|-0.05|7.09
11581201|-79.93|-18.79|-35.40|1.44|-0.05|-0.20|7.82
11586216|-103.85|-33.95|-11.14|1.39|0.10|0.09|7.33
11591234|-222.88|-28.28|41.81|1.47|0.02|0.46|7.58
11596250|-227.18|-31.07|44.89|1.44|0.02|0.50|9.92
11601266|-188.87|-6.76|64.50|1.58|-0.07|0.31|14.27
11606282|-134.29|26.10|41.13|1.39|0.13|0.11|15.10
11611297|-151.50|15.24|46.85|1.42|-0.01|0.21|19.94
11616314|-134.18|34.04|31.81|1.35|0.17|0.12|17.11
11621329|-162.33|35.68|24.24|1.31|0.16|0.04|15.69
11626345|-217.36|41.56|-0.56|1.19|0.13|-0.03|11.49
11631362|-250.14|28.54|-29.51|1.31|0.03|-0.10|10.36
11636377|-220.02|48.15|17.08|1.31|0.13|-0.00|16.08
11641395|-250.14|22.35|-13.09|1.27|0.04|-0.09|13.83
11646410|-180.17|41.79|23.48|1.39|0.17|0.06|13.05
11651426|-133.62|19.76|37.98|1.32|0.03|0.10|9.04
11656442|-122.73|30.30|28.69|1.36|0.21|0.12|8.85
11661458|-199.31|33.05|26.91|1.28|0.17|0.08|10.36
11666473|-135.32|24.76|36.76|1.48|0.07|0.11|18.72
11671490|-183.49|39.02|8.17|1.27|0.18|0.02|17.06
11676506|-172.59|42.53|28.48|1.34|0.18|0.03|15.49
11681521|-160.32|41.67|40.44|1.41|0.17|0.07|13.83
11686537|-241.47|35.34|9.54|1.34|0.13|0.03|11.93
11691554|-225.10|39.34|11.53|1.28|0.12|0.04|9.58
11696570|-214.79|37.02|14.76|1.29|0.15|0.06|10.65
11701586|-188.21|38.30|10.10|1.25|0.17|0.01|13.59
11706602|24.10|-21.99|-28.24|1.36|0.04|-0.07|7.67
11711618|-144.40|-47.45|-6.21|1.32|0.07|0.19|9.19
11716633|-48.88|-26.79|-24.60|1.22|0.05|-0.05|7.09
11721650|30.02|-26.67|-26.66|1.37|0.02|0.02|7.62
11726665|-250.14|36.52|-9.94|1.30|0.08|-0.08|8.65
11731681|-211.57|39.26|18.02|1.32|0.15|0.06|10.46
11736697|-244.39|33.14|2.00|1.30|0.11|-0.02|12.95
11741718|-210.82|41.84|4.94|1.32|0.18|0.06|14.91
11746734|-185.41|5.13|49.24|1.39|-0.02|0.33|8.55
11751750|-145.62|19.36|41.12|1.43|0.07|0.13|8.06
11756766|-233.63|-12.69|51.28|1.46|-0.06|0.53|16.32
11761781|-221.42|-37.39|27.80|1.46|0.03|0.48|12.85
11766798|-221.56|-19.58|45.58|1.53|-0.08|0.44|12.37
11771813|-182.52|1.89|32.35|1.42|-0.08|0.31|11.78
11776830|-213.54|38.50|25.92|1.47|0.18|0.04|10.65
11781846|63.26|-19.36|-28.10|1.40|0.03|0.03|8.65
11786861|240.54|-3.87|27.50|1.28|-0.03|0.31|7.14
11791879|250.13|-38.02|-5.88|1.36|0.03|0.61|6.45
11796894|250.13|-8.96|26.14|1.27|-0.12|0.54|5.96
11801910|-225.86|-39.33|23.06|1.46|0.04|0.49|7.28
11806925|-69.11|-32.04|-20.80|1.27|0.10|0.08|9.09
11811942|-250.14|27.29|-18.72|1.43|0.04|-0.11|6.55
11816957|-180.30|30.50|27.47|1.25|0.16|0.05|13.34
11821973|-112.07|16.70|35.63|1.27|0.14|0.09|13.69
11826989|-201.36|43.23|15.88|1.31|0.15|0.02|14.47
11832005|-242.75|44.90|9.40|1.30|0.13|0.02|10.46
11837021|-247.66|39.55|7.74|1.32|0.10|-0.01|9.09
11842036|-21.64|-20.33|-32.22|1.31|-0.05|-0.15|8.36
11847052|-46.10|-19.57|-24.46|1.30|-0.06|-0.14|8.36
11852067|-14.22|-35.09|-15.71|1.30|0.09|0.03|7.62
11857083|-238.38|-27.53|32.95|1.44|-0.03|0.52|7.58
11862098|-223.63|-30.30|48.67|1.47|0.01|0.51|9.04
11867115|-240.14|-30.56|26.95|1.39|0.03|0.53|14.91
11872131|-141.92|-36.97|1.27|1.31|0.08|0.22|9.48
11877146|-161.21|11.15|45.34|1.31|0.00|0.25|11.58
11882162|-250.14|-27.22|33.05|1.43|-0.06|0.59|7.53
11887178|-250.14|-26.94|36.17|1.39|-0.01|0.60|10.95
11892195|188.04|39.85|4.50|1.37|0.14|-0.18|17.79
11897210|247.42|21.08|-33.58|1.43|-0.16|-0.21|14.61
11902227|-101.41|-28.44|-11.83|1.29|0.10|0.12|5.87
11907243|-205.37|22.04|-24.07|1.31|-0.00|-0.30|10.75
11912258|-80.69|-29.39|-13.30|1.27|0.11|0.08|11.58
11917275|-81.44|-31.14|-19.24|1.36|0.10|0.09|10.46
11922290|83.03|26.23|34.56|1.35|0.15|-0.01|6.06
11927306|29.80|23.68|29.58|1.45|0.19|0.04|5.62
11932321|-196.36|-3.10|-26.55|1.23|-0.21|-0.33|7.67
11937338|-250.14|34.12|-7.15|1.24|0.03|-0.10|8.80
11942354|-162.91|-12.86|37.46|1.45|0.05|0.40|5.72
11947370|230.40|-28.59|3.11|1.23|0.03|0.52|5.08
11952386|-140.06|-8.41|38.21|1.47|-0.01|0.31|5.87
11957402|154.44|-26.46|-0.05|1.29|0.13|0.35|7.62
11962418|-65.41|4.68|31.01|1.35|0.01|0.17|12.51
11967433|121.73|-28.73|-4.76|1.23|0.13|0.30|4.99
11972449|12.67|6.08|29.61|1.30|0.07|0.09|5.33
11977464|7.69|-21.21|12.65|1.20|0.11|0.19|5.77
11982480|100.08|-20.34|12.58|1.21|0.08|0.22|5.03
11987504|38.53|-12.53|27.34|1.22|0.09|0.14|4.99
11992519|-7.16|-17.18|19.82|1.28|0.11|0.20|5.08
11997536|83.67|-17.98|22.30|1.26|0.09|0.19|5.57
12002552|34.36|-2.79|31.35|1.28|0.10|0.14|7.43
12007568|-15.69|-29.39|24.06|1.27|0.09|0.19|4.99
12012583|86.98|-18.08|15.45|1.25|0.09|0.23|4.99
12017599|93.28|-8.37|24.02|1.24|0.08|0.16|5.57
12022616|19.20|-5.05|26.38|1.31|0.09|0.15|4.94
12027631|8.65|-22.04|22.69|1.30|0.11|0.18|4.89
12032647|97.91|-15.82|13.95|1.21|0.08|0.22|5.13
12037662|11.77|-6.06|27.31|1.24|0.09|0.16|7.82
12042678|48.40|-23.68|18.28|1.25|0.10|0.19|4.74
12047695|72.65|-16.02|25.48|1.27|0.10|0.20|4.79
12052711|24.37|-15.09|25.30|1.24|0.11|0.17|6.84
12057726|39.10|-17.63|15.89|1.29|0.11|0.19|4.74
12062743|63.96|-12.62|29.14|1.28|0.10|0.17|4.84
12067759|24.00|-10.31|21.48|1.22|0.08|0.16|5.72
12072774|23.01|-26.45|22.98|1.27|0.09|0.18|4.69
12077790|89.67|-19.97|17.68|1.26|0.08|0.22|4.59
12082806|44.46|-5.21|24.34|1.27|0.09|0.16|4.89
12087822|-3.65|-14.66|22.31|1.26|0.10|0.17|6.99
12092837|56.51|-14.76|13.40|1.24|0.09|0.21|4.55
12097853|56.11|-24.65|27.74|1.30|0.11|0.16|4.64
12102871|50.58|-8.05|7.77|1.18|0.10|0.17|6.40
12107886|69.93|-12.73|24.03|1.24|0.11|0.19|4.45
12112902|51.75|-10.47|21.76|1.21|0.11|0.17|4.64
12117918|26.92|-15.10|22.63|1.19|0.08|0.17|5.18
12122934|77.76|-10.93|11.53|1.21|0.10|0.21|4.94
12127949|44.40|-8.13|23.02|1.20|0.09|0.15|4.64
12132965|8.80|-9.55|25.30|1.25|0.10|0.17|5.57
12137980|63.08|-13.73|14.47|1.23|0.10|0.22|4.69
12142997|77.81|-11.76|26.31|1.21|0.09|0.17|4.40
12148013|19.78|-20.64|15.38|1.16|0.10|0.23|4.55
12153029|22.64|-11.25|23.09|1.25|0.11|0.16|6.94
12158046|65.78|-18.37|13.22|1.18|0.09|0.12|4.30
12163061|64.11|-1.08|6.92|1.21|0.09|0.16|5.13
12168077|-17.62|-6.49|28.83|1.16|0.10|0.21|4.94
12173092|91.79|-4.15|16.82|1.25|0.07|0.24|4.40
12178109|-2.11|-0.94|8.69|1.19|0.09|0.08|6.89
12183124|38.06|0.54|17.82|1.03|0.09|0.08|4.69
12188140|-14.38|-10.34|14.08|1.33|0.08|0.19|5.82
12193156|13.98|-7.44|11.89|1.17|0.09|0.15|4.84
12198171|32.74|-16.18|23.19|1.32|0.11|0.14|4.69
12203188|9.61|-7.72|7.92|1.21|0.12|0.15|6.30
12208204|47.97|-6.09|15.40|1.23|0.09|0.19|4.50
12213220|42.76|-5.92|6.58|1.13|0.10|0.18|5.87
12218235|77.90|-6.31|24.55|1.25|0.10|0.17|4.25
12223252|-18.99|-6.40|13.76|1.18|0.07|0.12|6.65
12228268|9.42|-8.04|10.15|1.18|0.10|0.21|4.45
12233283|85.93|-5.12|7.05|1.06|0.09|0.21|6.55
12238299|73.45|-0.99|15.07|1.14|0.08|0.10|4.40
12243314|39.35|-12.54|28.12|1.27|0.10|0.12|5.13
12248331|62.56|-19.49|9.11|1.19|0.09|0.20|4.45
12253346|68.99|-5.70|21.73|1.23|0.09|0.17|4.01
12258362|-35.08|-4.40|37.45|1.22|0.08|0.24|5.13
12263379|60.85|-14.03|11.10|1.23|0.10|0.22|4.59
12268395|109.68|-18.61|23.44|1.24|0.10|0.21|3.76
12273411|31.37|-6.18|25.89|1.18|0.08|0.14|4.59
12278426|0.61|-14.92|20.45|1.24|0.09|0.16|5.82
12283442|69.34|-9.33|18.03|1.30|0.10|0.20|3.81
12288458|19.27|-7.31|21.34|1.30|0.10|0.23|4.15
12293474|97.50|-0.49|13.52|1.23|0.07|0.21|5.67
12298489|30.27|-11.30|10.22|0.99|0.09|0.14|3.81
12303505|58.08|-2.53|10.12|1.10|0.08|0.20|5.18
12308521|35.76|-3.35|26.50|1.26|0.10|0.16|4.01
12313538|-5.51|-12.99|15.71|1.29|0.12|0.19|4.11
12318554|60.56|-12.91|8.33|1.20|0.09|0.17|4.84
12323569|60.80|-11.76|8.51|1.13|0.10|0.20|3.91
12328586|75.49|4.75|17.99|1.21|0.06|0.15|5.72
12333601|5.29|-7.68|17.46|1.15|0.10|0.10|4.01
12338617|64.42|-7.73|8.35|1.18|0.08|0.15|5.23
12343632|45.92|-9.24|13.50|1.22|0.11|0.16|3.96
12348648|74.14|-16.73|10.42|1.18|0.09|0.20|3.76
12353665|65.02|-9.35|21.69|1.15|0.11|0.17|4.69
12358680|15.05|-11.60|21.08|1.21|0.10|0.14|3.71
12363696|30.18|-10.97|19.36|1.22|0.10|0.17|3.86
12368712|19.76|-20.41|14.90|1.16|0.10|0.19|5.91
12373729|88.15|-5.91|8.28|1.15|0.07|0.15|3.52
12378744|78.60|-4.09|18.61|1.16|0.08|0.14|5.33
12383760|2.58|-12.30|19.40|1.24|0.08|0.13|3.67
12388775|97.91|-6.47|18.13|1.16|0.07|0.21|4.45
12393792|-2.34|-10.78|15.24|1.21|0.09|0.14|4.06
12398808|26.60|-14.26|15.10|1.24|0.10|0.18|3.57
12403823|71.04|-9.57|0.39|1.17|0.09|0.18|5.52
12408839|49.73|-5.58|20.40|1.23|0.08|0.14|3.47
12413854|-0.37|-5.76|4.85|1.33|0.11|0.13|5.38
12418872|39.52|4.44|2.76|1.15|0.08|0.12|3.62
12423887|66.65|7.89|15.20|1.31|0.09|0.13|6.74
12428903|44.76|6.12|2.17|1.11|0.07|0.10|3.52
12433918|23.31|-3.36|21.04|1.15|0.08|0.18|4.89
12438934|34.94|-15.37|21.66|1.22|0.10|0.21|2.98
12443951|71.99|-8.50|15.88|1.24|0.11|0.17|3.42
12448966|35.05|-12.52|14.44|1.19|0.11|0.16|4.40
12453982|23.60|-8.05|12.48|1.13|0.09|0.20|3.08
12458997|38.73|-19.70|26.59|1.05|0.12|0.19|7.04
12464014|-14.24|-6.51|20.56|0.95|0.09|0.23|3.03
12469029|52.37|8.98|14.44|1.16|0.09|0.16|7.82
12474046|21.47|-7.84|9.02|1.20|0.07|0.15|3.03
12479062|47.05|-7.85|10.21|1.13|0.08|0.11|5.03
12484078|44.53|3.84|-5.75|1.20|0.13|0.14|3.32
12489094|62.99|2.89|7.47|1.29|0.07|0.09|8.46
12494109|-9.41|-9.24|5.45|0.97|0.06|0.16|2.20
