millis|latitude|longitude|satellites|hdop|kmh|altitude
796881|48.413501|9.071590|10|0.8|0.13|485.60
802892|48.413509|9.071588|10|0.8|0.09|485.30
808903|48.413513|9.071583|10|0.8|0.17|485.20
814914|48.413520|9.071583|10|0.8|0.11|486.10
820924|48.413520|9.071580|10|0.9|0.24|486.20
826935|48.413520|9.071579|10|0.9|0.04|485.60
832945|48.413520|9.071578|10|0.8|0.07|485.10
838956|48.413520|9.071578|10|0.8|0.09|485.30
844966|48.413520|9.071581|10|0.8|0.15|485.40
850977|48.413520|9.071583|10|0.8|0.11|485.30
856988|48.413524|9.071584|10|0.8|0.04|485.60
862999|48.413520|9.071586|10|0.8|0.04|485.80
869009|48.413516|9.071589|10|0.8|0.04|485.80
875019|48.413516|9.071590|10|0.8|0.07|485.30
881029|48.413513|9.071589|10|0.8|0.07|485.00
887040|48.413509|9.071588|10|0.8|0.07|485.00
893051|48.413497|9.071595|10|0.8|2.63|485.10
899081|48.413490|9.071599|10|0.8|2.63|485.20
905206|48.413494|9.071605|10|0.8|0.52|485.20
911335|48.413490|9.071611|10|0.9|0.07|484.20
917465|48.413490|9.071601|9|0.9|0.76|484.70
923484|48.413490|9.071597|10|0.8|0.76|485.30
929495|48.413494|9.071595|10|0.8|0.33|485.50
935505|48.413497|9.071597|10|0.8|0.11|485.70
941516|48.413497|9.071605|10|0.8|0.24|485.40
947527|48.413486|9.071600|10|0.8|2.52|485.90
953538|48.413448|9.071606|10|0.8|2.20|484.90
959548|48.413471|9.071588|10|0.8|1.11|484.90
965559|48.413455|9.071567|10|0.9|0.15|485.00
971569|48.413452|9.071562|10|0.9|0.33|485.10
977580|48.413448|9.071563|10|0.8|0.37|485.70
983590|48.413448|9.071582|10|0.8|0.98|486.70
989601|48.413444|9.071602|10|0.8|0.26|488.50
995612|48.413444|9.071601|10|0.8|0.87|488.50
1001623|48.413448|9.071612|10|0.8|0.48|489.40
1007633|48.413448|9.071618|10|0.8|0.35|489.70
1013643|48.413448|9.071622|10|0.8|0.13|489.30
1019659|48.413448|9.071619|10|0.8|0.13|489.10
1025697|48.413448|9.071619|10|0.8|0.13|488.80
1031835|48.413448|9.071614|10|0.8|0.06|488.50
1037963|48.413448|9.071619|10|0.8|0.22|488.80
1044080|48.413448|9.071622|9|0.9|1.00|488.40
1050091|48.413448|9.071640|10|0.8|0.31|490.00
1056101|48.413440|9.071619|10|0.8|0.24|491.90
1062111|48.413429|9.071612|10|0.8|0.11|491.10
1068121|48.413440|9.071608|10|0.8|0.48|490.90
1074131|48.413444|9.071610|10|0.8|4.30|491.50
1080142|48.413459|9.071582|10|0.8|2.72|494.50
1086153|48.413440|9.071539|10|0.8|3.61|521.00
1092164|48.413543|9.071625|10|0.8|11.00|549.80
1098176|48.413547|9.071738|10|0.8|7.98|577.20
1104186|48.413520|9.071923|10|0.8|11.22|602.00
1110196|48.413612|9.072154|10|0.8|11.24|632.20
1116206|48.413677|9.072319|10|0.8|12.24|653.80
1122216|48.413642|9.072549|10|0.8|7.98|679.10
1128227|48.413589|9.072596|10|0.8|4.26|704.90
1134238|48.413631|9.072604|10|0.8|1.76|728.10
1140249|48.413616|9.072605|10|0.8|4.69|747.30
1146259|48.413593|9.072790|10|0.8|11.46|769.40
1152288|48.413619|9.072916|10|0.8|11.46|794.70
1158428|48.413646|9.073238|10|0.8|13.11|794.70
1164556|48.413623|9.073477|10|0.8|7.76|832.10
1170683|48.413574|9.073647|10|0.8|8.28|852.30
1176721|48.413562|9.073666|10|0.8|2.61|874.70
1182731|48.413612|9.073805|10|0.8|7.52|898.60
1188741|48.413791|9.073918|10|0.8|10.56|915.50
1194752|48.413883|9.074185|10|0.8|9.96|930.20
1200762|48.413867|9.074428|10|0.8|9.04|948.60
1206773|48.413871|9.074585|10|0.8|8.45|970.00
1212784|48.413936|9.074800|10|0.8|11.74|994.80
1218795|48.413913|9.074873|10|0.8|1.33|1015.20
1224807|48.413963|9.074932|10|0.8|4.82|1033.70
1230817|48.414062|9.075034|10|0.8|11.13|1054.00
1236827|48.414196|9.075195|10|0.8|13.15|1073.10
1242838|48.414321|9.075441|10|0.8|12.59|1092.50
1248848|48.414413|9.075738|10|0.8|14.28|1111.70
1254859|48.414535|9.075935|10|0.8|9.20|1129.10
1260870|48.414630|9.076196|10|0.8|12.09|1147.00
1266881|48.414588|9.076463|10|0.8|10.06|1169.60
1272909|48.414577|9.076568|10|0.8|11.39|1194.10
1279037|48.414539|9.076912|10|0.8|11.85|1194.10
1285166|48.414474|9.077036|10|0.8|2.89|1245.10
1291308|48.414531|9.077143|10|0.8|10.52|1269.40
1297348|48.414508|9.077347|10|0.8|9.82|1299.90
1303358|48.414573|9.077400|10|0.8|4.13|1327.70
1309368|48.414691|9.077500|10|0.8|4.52|1346.00
1315378|48.414775|9.077591|10|0.8|11.76|1367.10
1321389|48.414855|9.077757|10|0.8|15.11|1391.00
1327399|48.414920|9.078038|10|0.8|14.11|1412.60
1333410|48.414962|9.078332|10|0.8|13.76|1431.80
1339421|48.414970|9.078628|10|0.8|13.20|1450.90
1345432|48.414924|9.078888|10|1.0|12.93|1473.10
1351445|48.414844|9.079103|8|1.5|5.69|1495.10
1357455|48.414852|9.079253|10|0.8|11.37|1525.70
1363465|48.414836|9.079520|10|0.8|12.15|1549.70
1369475|48.414813|9.079674|10|0.8|10.56|1582.00
1375485|48.414695|9.079812|10|0.8|4.26|1607.00
1381496|48.414691|9.079923|10|0.8|8.33|1636.50
1387507|48.414642|9.080217|10|0.8|14.69|1663.60
1393537|48.414527|9.080442|10|0.8|10.67|1687.10
1399663|48.414390|9.080598|10|0.8|8.41|1687.10
1405791|48.414306|9.080675|10|0.8|6.39|1734.70
1411918|48.414257|9.080722|10|0.8|2.83|1757.30
1417976|48.414192|9.080780|10|0.8|7.35|1778.30
1423987|48.414096|9.080986|10|0.8|13.45|1805.80
1429998|48.413955|9.081217|10|0.8|9.54|1826.30
1436008|48.413879|9.081418|10|0.8|14.80|1857.60
1442018|48.413814|9.081560|10|0.8|11.30|1889.10
1448028|48.413619|9.081776|10|0.8|14.04|1916.70
1454039|48.413425|9.082014|10|0.8|26.24|1944.60
1460049|48.413200|9.082255|10|0.8|17.59|1965.30
1466060|48.412952|9.082548|10|0.8|19.19|1985.20
1472071|48.412704|9.082790|10|0.8|21.11|2004.30
1478084|48.412456|9.083007|10|0.8|18.04|2023.60
1484094|48.412284|9.083117|10|0.8|9.19|2048.70
1490104|48.412136|9.083387|10|0.8|19.41|2079.90
1496114|48.411983|9.083525|10|0.8|16.59|2112.20
1502125|48.411735|9.083683|10|0.8|11.39|2144.80
1508135|48.411609|9.083824|10|0.8|11.52|2170.40
1514164|48.411437|9.084091|10|0.8|16.59|2190.60
1520291|48.411212|9.084402|10|0.8|19.87|2190.60
1526420|48.410957|9.084711|10|0.8|24.15|2235.50
1532549|48.410617|9.084985|10|0.8|26.04|2259.50
1538609|48.410293|9.085100|10|0.8|17.89|2285.40
1544621|48.409992|9.085303|10|0.8|24.84|2309.30
1550631|48.409709|9.085414|10|0.8|14.24|2331.00
1556642|48.409561|9.085520|10|0.8|14.63|2361.60
1562653|48.409378|9.085658|10|0.8|11.07|2395.90
1568664|48.409156|9.085729|10|0.8|13.52|2418.90
1574674|48.408996|9.085861|10|0.8|17.35|2450.40
1580684|48.408702|9.085931|10|0.8|21.13|2474.90
1586694|48.408405|9.086030|10|0.8|19.80|2491.10
1592705|48.408100|9.086149|10|0.8|22.08|2509.70
1598715|48.407855|9.086390|10|0.8|15.61|2535.60
1604731|48.407672|9.086491|10|0.8|19.39|2567.70
1610742|48.407489|9.086669|10|0.8|9.83|2601.90
1616753|48.407203|9.086800|10|0.8|21.52|2633.40
1622764|48.406959|9.087030|10|0.8|17.43|2659.60
1628774|48.406806|9.087246|10|0.9|15.32|2682.90
1634802|48.406639|9.087511|10|0.8|15.32|2704.00
1640931|48.406349|9.087840|10|0.8|24.82|2704.00
1647058|48.406036|9.088029|10|0.8|20.26|2754.20
1653184|48.405757|9.088102|10|0.8|18.13|2779.20
1659236|48.405544|9.088112|10|0.8|12.39|2797.00
1665246|48.405380|9.088293|10|0.8|19.67|2819.20
1671257|48.405128|9.088528|10|0.8|14.67|2851.20
1677267|48.404956|9.088782|10|0.8|23.08|2885.20
1683278|48.404670|9.089074|10|0.8|24.95|2911.10
1689289|48.404354|9.089216|10|0.8|21.91|2936.70
1695300|48.404029|9.089449|10|0.8|21.22|2957.50
1701310|48.403751|9.089714|10|0.8|19.52|2977.30
1707320|48.403442|9.089845|10|0.8|26.71|3007.60
1713330|48.403068|9.089838|10|0.8|21.24|3035.70
1719341|48.402797|9.089948|10|0.8|25.02|3064.70
1725351|48.402442|9.090188|10|0.8|28.00|3087.10
1731363|48.402072|9.090376|10|0.8|26.19|3106.40
1737374|48.401634|9.090449|10|0.8|29.52|3132.40
1743385|48.401275|9.090430|10|0.8|25.11|3164.20
1749395|48.400856|9.090429|10|0.8|22.02|3200.10
1755422|48.400539|9.090490|10|0.8|30.08|3236.00
1761552|48.399997|9.090511|10|0.8|26.71|3236.00
1767680|48.399669|9.090538|10|0.8|28.48|3301.00
1773807|48.399230|9.090637|10|0.8|25.91|3334.80
1779873|48.398872|9.090555|10|0.8|19.85|3359.40
1785884|48.398513|9.090657|10|0.8|28.63|3390.80
1791895|48.398048|9.090661|10|0.8|31.89|3423.60
1797906|48.397518|9.090782|10|0.8|33.04|3446.40
1803916|48.397010|9.090880|10|0.8|34.32|3465.00
1809926|48.396556|9.090923|10|0.8|29.56|3489.90
1815937|48.396224|9.090989|10|0.8|25.32|3517.00
1821959|48.395748|9.091150|10|0.8|33.91|3546.00
1827970|48.395236|9.091222|10|0.8|37.02|3572.20
1833980|48.394699|9.091337|10|0.8|35.78|3592.90
1839991|48.394191|9.091386|10|0.8|29.02|3614.20
1846002|48.393810|9.091526|10|0.8|32.43|3643.10
1852013|48.393398|9.091854|10|0.8|34.21|3665.70
1858026|48.392940|9.092079|10|0.8|29.48|3696.60
1864036|48.392555|9.092343|10|0.8|29.50|3730.80
1870046|48.392139|9.092782|10|0.8|37.26|3752.50
1876120|48.391616|9.093105|10|0.8|37.26|3779.40
1882248|48.391151|9.093470|10|0.8|33.48|3816.40
1888375|48.390632|9.093919|10|0.8|38.35|3842.90
1894501|48.390151|9.094213|10|0.8|28.58|3875.60
1900511|48.389785|9.094652|10|0.8|39.06|3902.80
1906521|48.389324|9.094982|10|0.8|31.15|3937.40
1912531|48.388957|9.095393|10|0.8|28.09|3973.80
1918544|48.388572|9.095624|10|0.8|33.76|4003.30
1924555|48.388053|9.096004|10|0.8|36.97|4035.00
1930566|48.387657|9.096497|10|0.8|31.00|4057.90
1936577|48.387294|9.096813|10|0.8|28.61|4082.60
1942587|48.386802|9.097089|9|0.8|37.69|4110.60
1948597|48.386249|9.097402|8|1.0|39.54|4136.00
1954607|48.385749|9.097693|10|0.8|32.60|4158.10
1960617|48.385349|9.098116|10|0.8|39.45|4184.70
1966628|48.384834|9.098654|10|0.8|40.52|4211.30
1972639|48.384353|9.098978|10|0.8|30.61|4234.80
1978650|48.383975|9.099370|10|0.8|33.50|4257.40
1984663|48.383487|9.099935|10|0.8|45.36|4284.60
1990673|48.383007|9.100314|10|0.8|31.80|4310.50
1996768|48.382518|9.100998|10|0.8|45.32|4336.60
2002896|48.381961|9.101640|10|0.8|48.10|4365.50
2009024|48.381423|9.102338|10|0.8|44.15|4386.60
2015135|48.380996|9.102946|10|0.8|33.82|4416.20
2021146|48.380489|9.103449|10|0.8|48.91|4445.30
2027157|48.380012|9.104176|10|0.8|38.11|4477.40
2033167|48.379486|9.104651|10|0.8|41.26|4503.70
2039177|48.378940|9.105186|10|0.8|50.93|4524.60
2045189|48.378448|9.105892|10|0.8|40.93|4556.00
2051200|48.378017|9.106514|10|0.8|37.47|4586.20
2057210|48.377498|9.107261|10|0.8|48.76|4613.90
2063221|48.376968|9.107796|10|0.8|38.00|4643.80
2069232|48.376510|9.108440|10|0.8|52.21|4675.00
2075243|48.375900|9.109137|10|0.8|53.54|4707.10
2081253|48.375247|9.109739|10|0.8|40.78|4729.60
2087263|48.374774|9.110406|10|0.8|45.28|4758.20
2093273|48.374187|9.111202|10|0.8|53.08|4782.20
2099283|48.373558|9.111792|10|0.8|44.11|4808.30
2105294|48.372917|9.112424|10|0.8|55.89|4834.30
2111307|48.372402|9.113155|10|0.8|40.91|4863.50
2117430|48.371723|9.113698|10|0.8|45.78|4893.10
2123560|48.371124|9.114118|10|0.8|41.32|4914.10
2129688|48.370651|9.114565|10|0.8|38.19|4934.50
2135783|48.370212|9.115190|10|0.8|45.39|4957.10
2141793|48.369655|9.115871|10|0.8|50.17|4982.20
2147803|48.369094|9.116316|10|0.8|36.69|5003.50
2153814|48.368667|9.116803|10|0.8|38.98|5024.50
2159824|48.368202|9.117405|10|0.8|45.13|5059.80
2165835|48.367679|9.118105|10|0.8|42.60|5096.00
2171848|48.367248|9.118660|10|0.8|46.63|5128.40
2177859|48.366638|9.119349|10|0.8|51.71|5152.50
2183869|48.366153|9.120127|10|0.8|40.34|5183.70
2189879|48.365692|9.120771|10|0.8|48.26|5214.20
2195889|48.365131|9.121438|10|0.8|48.08|5238.90
2201900|48.364593|9.122114|10|0.8|45.74|5263.20
2207910|48.364223|9.122790|10|0.8|42.04|5291.30
2213921|48.363800|9.123603|10|0.8|43.58|5325.50
2219932|48.363414|9.124099|10|0.8|31.80|5352.90
2225943|48.363025|9.124652|10|0.8|41.63|5384.10
2231971|48.362606|9.125408|10|0.8|41.63|5420.10
2238110|48.362159|9.126086|10|0.8|45.69|5420.10
2244239|48.361698|9.126948|10|0.8|46.39|5488.40
2250369|48.361362|9.127775|10|0.8|39.89|5509.50
2256415|48.360939|9.128531|10|0.8|52.08|5542.50
2262426|48.360515|9.129444|10|0.8|41.93|5579.20
2268437|48.360038|9.130217|10|0.8|53.50|5617.10
2274447|48.359664|9.131125|10|0.8|36.26|5650.60
2280457|48.359237|9.131823|10|0.8|45.17|5677.70
2286467|48.358825|9.132735|10|0.8|47.63|5714.20
2292477|48.358493|9.133477|10|0.8|42.86|5747.00
2298490|48.358112|9.134508|10|0.8|52.91|5773.60
2304501|48.357646|9.135344|10|0.8|44.28|5798.10
2310512|48.357322|9.136119|10|0.8|43.28|5825.10
2316523|48.356960|9.137098|10|0.8|51.39|5853.20
2322533|48.356498|9.137889|10|0.8|47.11|5878.30
2328543|48.356021|9.138622|10|0.8|41.32|5897.70
2334553|48.355621|9.139489|10|0.8|51.65|5917.60
2340563|48.355266|9.140454|10|0.8|50.24|5937.60
2346574|48.354888|9.141235|10|0.8|40.41|5958.20
2352604|48.354434|9.142040|10|0.8|40.41|5989.50
2358731|48.353790|9.143083|10|0.8|53.37|5989.50
2364870|48.353366|9.144096|10|0.8|50.65|6049.50
2370999|48.352973|9.145039|10|0.8|50.17|6066.80
2377042|48.352470|9.145858|10|0.8|56.43|6087.10
2383053|48.351924|9.146707|10|0.8|55.86|6118.40
2389064|48.351348|9.147442|10|0.8|38.82|6147.10
2395075|48.350921|9.148239|10|0.8|49.28|6167.60
2401085|48.350379|9.149165|10|0.8|57.75|6191.80
2407095|48.349914|9.150048|10|0.8|48.73|6227.70
2413105|48.349338|9.150911|10|0.8|54.13|6268.60
2419116|48.348796|9.151523|10|0.8|40.91|6298.90
2425128|48.348331|9.152453|10|0.8|57.78|6330.30
2431139|48.347702|9.153318|10|0.8|53.10|6358.20
2437150|48.347068|9.154077|10|0.8|49.67|6381.10
2443161|48.346542|9.154802|10|0.8|50.15|6399.30
2449171|48.345951|9.155691|10|0.8|47.76|6418.30
2455181|48.345504|9.156529|10|0.8|50.99|6443.40
2461191|48.345054|9.157527|10|0.8|60.21|6462.80
2467202|48.344516|9.158413|10|0.8|52.84|6481.60
2473232|48.343929|9.159278|10|0.8|52.84|6498.20
2479360|48.343280|9.160367|10|0.8|46.76|6498.20
2485487|48.342739|9.161147|10|0.8|52.63|6533.60
2491627|48.342136|9.162084|10|0.8|54.34|6551.50
2497670|48.341644|9.163113|10|0.8|60.17|6569.70
2503681|48.341133|9.164031|9|1.0|57.93|6586.70
2509691|48.340538|9.164951|9|1.0|49.95|6604.50
2515702|48.340068|9.165928|9|1.0|51.26|6620.40
2521713|48.339492|9.166896|9|1.0|61.00|6637.80
2527724|48.339015|9.167766|9|1.0|52.54|6655.20
2533734|48.338436|9.168686|9|1.0|53.21|6673.10
2539744|48.337966|9.169692|8|1.0|53.19|6692.00
2545754|48.337516|9.170552|9|1.0|55.43|6707.60
2551767|48.336994|9.171583|9|1.0|52.39|6728.60
2557777|48.336429|9.172500|9|1.0|60.17|6759.00
2563788|48.335914|9.173635|9|1.0|54.25|6787.80
2569799|48.335479|9.174719|9|1.0|61.10|6820.50
2575810|48.335079|9.175839|9|1.0|49.12|6848.90
2581820|48.334606|9.176720|9|1.0|56.50|6878.60
2587830|48.333999|9.177764|9|1.0|63.95|6903.50
2593859|48.333400|9.178809|9|1.0|63.95|6920.30
2599986|48.332859|9.179896|9|1.0|51.62|6920.30
2606113|48.332389|9.180814|9|1.0|58.69|6957.40
2612242|48.331821|9.181791|9|1.0|55.75|6975.80
2618301|48.331214|9.182875|9|1.0|61.25|6997.10
2624311|48.330684|9.184033|9|1.0|64.28|7022.10
2630321|48.330089|9.185173|9|1.0|64.01|7052.60
2636332|48.329559|9.186025|9|1.0|50.95|7081.10
2642342|48.329105|9.187104|9|1.0|66.19|7111.50
2648353|48.328517|9.188261|9|1.0|63.12|7133.00
2654364|48.328022|9.189278|9|1.0|49.87|7154.30
2660375|48.327518|9.190158|9|1.0|49.89|7176.30
2666385|48.326915|9.191150|9|1.0|65.36|7207.90
2672395|48.326297|9.192360|9|1.0|68.89|7231.90
2678406|48.325721|9.193522|9|1.0|61.02|7249.70
2684417|48.325222|9.194455|9|1.0|53.15|7271.50
2690427|48.324672|9.195374|9|1.0|62.15|7290.60
2696438|48.324115|9.196463|9|1.0|54.06|7314.30
2702449|48.323669|9.197632|9|1.0|51.26|7334.80
2708460|48.323173|9.198551|9|1.0|56.63|7354.40
2714506|48.322643|9.199480|9|1.0|56.63|7375.80
2720634|48.322097|9.200677|9|1.0|61.54|7375.80
2726761|48.321544|9.201832|9|1.0|63.80|7439.20
2732890|48.320934|9.202756|9|1.0|47.43|7470.40
2738925|48.320503|9.203697|9|1.0|60.10|7501.70
2744936|48.319915|9.204692|9|1.0|57.28|7537.20
2750946|48.319442|9.205510|9|1.0|48.71|7566.00
2756956|48.319034|9.206474|9|1.0|47.65|7592.80
2762967|48.318679|9.207476|9|1.0|49.89|7618.50
2768977|48.318233|9.208347|9|1.0|53.75|7637.30
2774988|48.317653|9.209389|9|1.0|64.62|7655.00
2780999|48.317089|9.210489|9|1.0|58.36|7673.80
2787010|48.316467|9.211467|9|1.0|55.58|7690.90
2793020|48.315971|9.212548|9|1.0|60.43|7708.70
2799030|48.315391|9.213501|10|0.9|62.95|7724.40
2805040|48.314865|9.214519|10|0.9|58.99|7742.20
2811052|48.314311|9.215506|10|0.9|50.54|7759.40
2817062|48.313682|9.216479|10|0.9|57.75|7775.00
2823073|48.313083|9.217605|10|0.9|66.80|7793.10
2829084|48.312492|9.218539|10|0.9|60.71|7808.70
2835113|48.311962|9.219525|10|0.9|60.71|7824.60
2841246|48.311302|9.220767|10|0.9|48.71|7824.60
2847376|48.310791|9.221700|10|0.9|50.39|7860.50
2853505|48.310264|9.222687|10|0.9|66.12|7879.00
2859575|48.309677|9.223705|10|0.9|66.21|7896.70
2865585|48.309127|9.224729|10|0.9|48.84|7916.50
2871597|48.308589|9.225726|10|0.9|50.56|7937.90
2877607|48.308055|9.226614|10|0.9|56.13|7959.70
2883618|48.307537|9.227602|10|0.9|67.51|7980.40
2889629|48.307018|9.228507|10|0.9|51.87|8002.10
2895640|48.306480|9.229485|10|0.9|60.02|8021.10
2901650|48.305931|9.230538|10|0.9|51.41|8044.30
2907660|48.305465|9.231433|10|0.9|51.36|8066.30
2913670|48.304988|9.232460|10|0.9|66.34|8086.40
2919681|48.304416|9.233560|10|0.9|63.47|8102.80
2925697|48.303867|9.234506|10|0.9|49.84|8124.40
2931707|48.303268|9.235455|10|0.9|54.49|8144.30
2937720|48.302806|9.236483|10|0.9|56.19|8163.60
2943731|48.302345|9.237431|10|0.9|63.80|8181.80
2949761|48.301780|9.238448|10|0.9|63.80|8204.70
2955892|48.301200|9.239674|10|0.9|49.39|8204.70
2962023|48.300804|9.240600|10|0.9|50.69|8263.10
2968152|48.300285|9.241517|10|0.9|56.13|8280.20
2974222|48.299762|9.242487|10|0.9|53.69|8299.20
2980232|48.299194|9.243375|10|0.9|53.58|8316.70
2986242|48.298667|9.244320|10|0.9|60.06|8334.40
2992252|48.298118|9.245339|10|0.9|54.25|8353.20
2998265|48.297657|9.246283|10|0.9|54.47|8371.90
3004276|48.297054|9.247156|10|0.9|55.54|8396.00
3010287|48.296535|9.248029|10|0.9|49.32|8431.10
3016298|48.296115|9.249114|10|0.9|62.62|8458.70
3022308|48.295516|9.250186|10|0.9|57.25|8479.30
3028318|48.294982|9.251251|10|0.9|58.45|8500.00
3034328|48.294406|9.252151|10|0.9|52.58|8516.30
3040338|48.293842|9.253156|10|0.9|61.02|8534.20
3046349|48.293262|9.254093|10|0.9|58.06|8555.10
3052360|48.292655|9.255114|10|0.9|59.08|8572.10
3058371|48.292175|9.256110|10|0.9|56.95|8591.00
3064395|48.291564|9.257066|10|0.9|55.04|8609.30
3070525|48.291011|9.258149|10|0.9|55.25|8609.30
3076655|48.290481|9.259059|9|1.0|60.50|8647.60
3082782|48.289985|9.260074|9|1.0|47.58|8665.50
3088868|48.289497|9.261009|9|1.0|56.08|8685.50
3094878|48.288909|9.262114|9|1.0|63.80|8709.70
3100888|48.288330|9.263219|9|1.0|60.04|8728.10
3106898|48.287876|9.264128|9|1.0|51.93|8748.60
3112909|48.287395|9.265193|9|1.0|56.49|8768.50
3118920|48.286853|9.266074|9|1.0|51.34|8788.50
3124933|48.286396|9.267039|9|1.0|45.47|8806.00
3130944|48.285888|9.268114|9|1.0|61.47|8824.50
3136954|48.285449|9.269232|9|1.0|63.86|8842.60
3142964|48.284862|9.270281|9|1.0|59.60|8858.80
3148974|48.284370|9.271184|9|1.0|50.69|8877.10
3154984|48.283821|9.272133|9|1.0|51.47|8894.60
3160995|48.283355|9.273234|9|1.0|54.30|8913.80
3167006|48.282859|9.274148|9|1.0|61.36|8932.40
3173017|48.282398|9.275224|9|1.0|59.93|8949.60
3179038|48.281845|9.276142|9|1.0|54.99|8966.80
3185168|48.281200|9.277402|9|1.0|51.06|8966.80
3191310|48.280628|9.278389|9|1.0|53.91|9008.10
3197438|48.280117|9.279415|9|1.0|71.21|9028.50
3203513|48.279544|9.280665|9|1.0|68.73|9048.40
3209523|48.279014|9.281705|9|1.0|55.84|9069.50
3215533|48.278385|9.282819|9|1.0|61.49|9086.30
3221543|48.277786|9.284071|9|1.0|70.30|9109.00
3227554|48.277305|9.285312|9|1.0|73.10|9133.20
3233565|48.276729|9.286517|9|1.0|70.73|9151.90
3239576|48.276130|9.287671|9|1.0|60.54|9170.90
3245587|48.275573|9.288906|9|1.0|58.62|9189.10
3251597|48.274948|9.290132|9|1.0|70.26|9206.50
3257609|48.274349|9.291152|9|1.0|65.56|9223.90
3263619|48.273788|9.292179|9|1.0|60.19|9239.60
3269629|48.273231|9.293381|9|1.0|63.93|9257.00
3275640|48.272560|9.294448|9|1.0|66.60|9276.20
3281651|48.272056|9.295533|9|1.0|58.02|9293.40
3287662|48.271457|9.296786|9|1.0|69.69|9310.80
3293672|48.270771|9.297948|9|1.0|70.56|9326.10
3299730|48.270172|9.298971|9|1.0|70.56|9343.30
3305858|48.269523|9.300324|9|1.0|62.12|9343.30
3311985|48.268829|9.301482|9|1.0|67.02|9380.60
3318125|48.268280|9.302499|9|1.0|67.34|9399.10
3324149|48.267696|9.303721|9|1.0|66.93|9415.20
3330160|48.266994|9.304864|9|1.0|64.51|9431.20
3336171|48.266319|9.305938|9|1.0|60.99|9446.20
3342181|48.265758|9.307039|9|1.0|67.15|9462.20
3348191|48.265045|9.308215|9|1.0|70.23|9477.90
3354201|48.264362|9.309197|9|1.0|57.08|9493.40
3360211|48.263683|9.310185|9|1.0|64.04|9509.30
3366222|48.263088|9.311302|9|1.0|68.99|9525.40
3372233|48.262390|9.312256|9|1.0|64.01|9541.40
3378244|48.261768|9.313219|9|1.0|61.04|9557.50
3384257|48.261089|9.314256|9|1.0|56.65|9573.50
3390267|48.260448|9.315278|9|1.0|61.56|9590.80
3396277|48.259811|9.316302|9|1.0|73.01|9606.30
3402287|48.259201|9.317251|9|1.0|57.75|9624.20
3408297|48.258541|9.318099|9|1.0|57.50|9640.70
3414327|48.257823|9.319134|8|1.1|57.50|9657.30
3420459|48.256977|9.320126|8|1.1|55.50|9657.30
3426587|48.256351|9.320983|9|1.0|64.32|9691.90
3432717|48.255641|9.321902|9|1.0|52.71|9708.10
3438774|48.254970|9.322728|9|1.0|69.36|9725.30
3444784|48.254253|9.323522|9|1.0|55.02|9741.10
3450797|48.253570|9.324240|9|1.0|59.47|9757.40
3456807|48.252857|9.325087|9|1.0|53.80|9774.70
3462818|48.252227|9.325834|9|1.0|59.45|9790.60
3468829|48.251487|9.326590|9|1.0|61.86|9805.50
3474840|48.250808|9.327486|8|1.0|56.45|9822.10
3480850|48.250106|9.328135|9|1.0|55.13|9838.00
3486860|48.249446|9.328994|9|1.0|59.23|9855.20
3492870|48.248786|9.329655|9|1.0|56.71|9872.30
3498881|48.248081|9.330531|9|1.0|55.86|9889.50
3504891|48.247432|9.331190|9|1.0|57.50|9906.40
3510904|48.246719|9.332035|9|1.0|51.45|9923.00
3516915|48.246105|9.332786|9|1.0|63.80|9940.80
3522926|48.245426|9.333590|9|1.0|53.41|9958.40
3528936|48.244773|9.334348|10|0.8|57.82|9975.90
3534964|48.244098|9.335136|10|0.8|57.82|9993.20
3541097|48.243324|9.336028|10|0.8|56.34|9993.20
3547228|48.242748|9.336855|10|0.8|57.80|10032.10
3553355|48.242046|9.337766|10|0.8|55.63|10048.60
3559428|48.241413|9.338666|10|0.8|56.02|10064.80
3565438|48.240772|9.339390|10|0.8|54.73|10085.00
3571449|48.240139|9.340340|10|0.8|56.67|10104.60
3577462|48.239456|9.341185|10|0.8|70.34|10124.40
3583473|48.238769|9.341995|10|0.8|57.54|10144.80
3589484|48.238155|9.342903|10|0.8|48.39|10163.60
3595494|48.237525|9.343717|10|0.8|60.47|10182.10
3601504|48.236827|9.344526|10|0.8|67.13|10202.00
3607514|48.236106|9.345519|10|0.8|61.52|10218.90
3613524|48.235481|9.346462|10|0.8|53.71|10238.00
3619535|48.234844|9.347240|10|0.8|61.06|10256.50
3625546|48.234092|9.348076|10|0.8|69.01|10281.40
3631557|48.233325|9.349067|10|0.8|57.08|10305.60
3637573|48.232707|9.349978|10|0.8|55.87|10327.10
3643584|48.231960|9.350831|10|0.8|73.10|10348.90
3649612|48.231262|9.351772|10|0.8|73.10|10371.90
3655746|48.230407|9.352884|10|0.8|52.84|10371.90
3661876|48.229629|9.353767|10|0.8|57.69|10416.10
3668004|48.228851|9.354707|10|0.8|75.64|10436.10
3674106|48.228034|9.355572|10|0.8|74.28|10455.20
3680128|48.227306|9.356616|10|0.8|67.25|10475.80
